Event picture number,Event name,Description,Interest,Start time,Finish time ,Event date,End date,Repeat,Location,Lat/Lon,Website,Contact Number

Cosmopolitan _24.jpg,Pok Pok Wingˇ,"Pok Pok Wing Is The Portland-Spawned Creation Of James Beard Award-Winning Chef Andy Ricker. With Accolades And A Serious Cult Following That Includes Influential Foodies Anthony Bourdain And Guy Fieri, Pok Pok Wing_S Menu Features Its Most Widely Addictive And Popular Dish, Ike_S Vietnamese Fish Sauce Wings. Sealed In A Sweet, Sticky Glaze With Crispy, Delectable Bites Of Caramelized Garlic, Ricker Has Built A National Empire On Curating The Perfect Texture And Flavor, Hitting Guest_S Every Taste Bud With Notes Of Salt, Spice And Sweet. Also Available On The Menu Is Pok Pok Wing_S Refreshing Som Soda, A Fizzy, Sweet And Tart Elixir Made With Pok Pok Som Drinking Vinegars In Refreshing Flavors Such As Ginger, Thai Basil, Grapefruit, And Turmeric.",Restaurants,11:00:00 AM,10:00:00 PM,11.01.2019,31.12.2019,"Sun, Mon, Tue, Wed, Thu","3708 Las Vegas Boulevard South, Las Vegas, NV 89109",36.110160-115.174040,https://www.cosmopolitanlasvegas.com/restaurants/pok-pok-wing,702 698 7000

Cosmopolitan _24.jpg,Pok Pok Wingˇ,"Pok Pok Wing Is The Portland-Spawned Creation Of James Beard Award-Winning Chef Andy Ricker. With Accolades And A Serious Cult Following That Includes Influential Foodies Anthony Bourdain And Guy Fieri, Pok Pok Wing_S Menu Features Its Most Widely Addictive And Popular Dish, Ike_S Vietnamese Fish Sauce Wings. Sealed In A Sweet, Sticky Glaze With Crispy, Delectable Bites Of Caramelized Garlic, Ricker Has Built A National Empire On Curating The Perfect Texture And Flavor, Hitting Guest_S Every Taste Bud With Notes Of Salt, Spice And Sweet. Also Available On The Menu Is Pok Pok Wing_S Refreshing Som Soda, A Fizzy, Sweet And Tart Elixir Made With Pok Pok Som Drinking Vinegars In Refreshing Flavors Such As Ginger, Thai Basil, Grapefruit, And Turmeric.",Restaurants,11:00:00 AM,2:00:00 AM,11.01.2019,31.12.2019,"Fri, Sat","3708 Las Vegas Boulevard South, Las Vegas, NV 89109",36.110160-115.174040,https://www.cosmopolitanlasvegas.com/restaurants/pok-pok-wing,702 698 7000

Cosmopolitan _25.jpg,Red Plate,"Now Open On Level 3 Of Boulevard Tower, Red Plate Offers An Unparalleled Dining Experience Grounded In Authentic Chinese Flavors. Red Plate_S Culinary Vision Is Led By Chef Yip Cheung, An Esteemed Expert In Multi-Regional Chinese Cuisine. As Executive Chef Of Red Plate, Cheung Utilizes Traditional Chinese Techniques And Preparations To Present An Authentic Menu With Hints Of Modern Inspiration. Menu Highlights Include An Array Of Carefully Selected, Signature Roasted Meats, Chinese Hot Pot And Handmade Dim Sum.

The Restaurant_S Design Concept, Envisioned By Marnell Companies In Tandem With Celano Design Studio, Is Reflective Of Authentic Chinese Design And Culture, Balancing Elements Of Traditional Craft, Artwork And Furniture With Contemporary Materials. The Striking Exterior Entices Guests With Curved, Champagne-Colored Walls Contrasting Black Metal And Brass Detailing. The Entryway Flows Into An Intimate Bar And Lounge Before Leading To The Main Dining Space, Accented By An Abstract Landscape Wallcovering And Luxurious Red Banquettes. Guests Will Find Themselves Engulfed In Rich Tones Of Deep Red And Black Accentuated By Luxurious Fabrics, Polished Marble And Traces Of Gold.",Restaurants,6:00:00 PM,11:00:00 PM,11.01.2019,31.12.2019,Everyday,"3708 Las Vegas Boulevard South, Las Vegas, NV 89109",36.110160-115.174040,https://www.cosmopolitanlasvegas.com/restaurants/red-plate,702 698 7000

Cosmopolitan _26.jpg,Rose. Rabbit. Lie.,"Rose. Rabbit. Lie. Is A Modern Supper Club Serving Reinvented American Classics Alongside Live Music And Entertaining Performances. Inspired By Social Clubs Of The Past, Rose. Rabbit. Lie. Is A Place Where Familiar Dishes Take Surprising Twists And Turns, Cocktails Are Mixed With Subtle Flair, And Spontaneous, Live Entertainment Adds To An Already Extraordinary Evening.

Here, Guests Will Never Have The Same Experience Twice.

Signature Dishes & Drinks

Caviar Tacos: Voted _Best Small Plate_ By Vegas Seven, This Playful Take On Caviar Is A Dining Experience All Its Own. Made With Hackleback Caviar, A Yukon Gold Potato Shell, And Hamachi, This Twist On A Refined Classic Is Not To Be Missed.
Oysters Rockefeller: Decadent Yet Rich, This Guest Favorite Is Topped With House-Cured Bacon, Spinach, Chartreuse, And Bacon Dust.
Beef Wellington: Prime Tenderloin In A Puff Pastry Atrium, Seared Hudson Valley Foie Gras, Creamed Spinach, Roasted King Trumpets, And Black Truffle.
Cookie Jar: An Eclectic Combination Of Petite Cookies And Treats Takes Diners On A Sweet Adventure.
Whiskey Smash: Redemption Rye, Muddled Lemon, Mint, Fruits In Season.",Restaurants,6:00:00 PM,12:00:00 AM,11.01.2019,31.12.2019,"Wed, Thu, Fri, Sat, Sun","3708 Las Vegas Boulevard South, Las Vegas, NV 89109",36.110160-115.174040,https://www.cosmopolitanlasvegas.com/restaurants/rose-rabbit-lie,702 698 7000

Cosmopolitan _27.jpg,Scarpetta,"Dine In True Italian Fashion While Overlooking The Famed Fountains At Scarpetta. The Name Comes From An Italian Expression Meaning _Little Shoe,_ The Shape Bread Takes When Used To Soak Up A Dish. In This Way, Scarpetta Is True To Its Name, Delighting In The Pleasure Of Savoring A Meal Down To The Very Last Taste. This Earthy-Yet-Sophisticated Approach To Italian Cuisine Features A Soulful Menu Of Seasonally-Inspired Fare.

Signature Dishes

Spaghetti | Tomato & Basil
Creamy Polenta | Fricassee Of Truffled Mushrooms
Veal Chop ""Parmigiano"" | Tomato, Buratta & Basil
Salted Caramel Budino | Vanilla Bean Cream, Pretzel Toffee",Restaurants,6:00:00 PM,11:00:00 PM,11.01.2019,31.12.2019,Everyday,"3708 Las Vegas Boulevard South, Las Vegas, NV 89109",36.110160-115.174040,https://www.cosmopolitanlasvegas.com/restaurants/scarpetta,702 698 7000

Cosmopolitan _29.jpg,Stkˇ,"Stk Is A New-Style Las Vegas Steakhouse From The One Group And Executive Chef Stephen Hopcraft. Stk Features A Bustling Bar Scene, An Inspired Menu, And A Relaxed Dining Atmosphere With A Sexy Vibe Created By The In-House Dj.

With Locations In New York City, Miami And Los Angeles, Stk Is A Las Vegas Celebrity Hotspot That Breaks With Tradition, Offering A Flirty Take On The Classic American Steakhouse.
",Restaurants,5:30:00 PM,11:00:00 PM,11.01.2019,31.12.2019,"Sun, Mon, Tue, Wed, Thu","3708 Las Vegas Boulevard South, Las Vegas, NV 89109",36.110160-115.174040,https://www.cosmopolitanlasvegas.com/restaurants/stk,702 698 7000

Cosmopolitan _29.jpg,Stkˇ,"Stk Is A New-Style Las Vegas Steakhouse From The One Group And Executive Chef Stephen Hopcraft. Stk Features A Bustling Bar Scene, An Inspired Menu, And A Relaxed Dining Atmosphere With A Sexy Vibe Created By The In-House Dj.

With Locations In New York City, Miami And Los Angeles, Stk Is A Las Vegas Celebrity Hotspot That Breaks With Tradition, Offering A Flirty Take On The Classic American Steakhouse.
",Restaurants,5:30:00 PM,12:00:00 AM,11.01.2019,31.12.2019,"Fri, Sat","3708 Las Vegas Boulevard South, Las Vegas, NV 89109",36.110160-115.174040,https://www.cosmopolitanlasvegas.com/restaurants/stk,702 698 7000

Cosmopolitan _30.jpg,Tekka Bar,"Concepted From Las Vegas Restaurateur Takashi Segawa, Best Known For His Creations Monta Ramen, Kabuto And Sushi Mon, Tekka Bar: Handroll & Sake Draws Inspiration From The Ancient Gambling Destination In Japan Dating Back More Than 100 Years Ago, With ""Tekka Ba"" Translating To ""Old Gambling Place."" Tekka Bar Debuts A Signature Tekka Tuna Roll, Featuring The Restaurant_S Notable Spicy Sauce, Alongside An Eclectic Sake Program. Handrolls Are Prepared Counter-Side And Made To Order For Guests, Highlighting The Freshest Seafood, Including Blue Crab, Yellowtail, Salmon And More.",Restaurants,11:00:00 AM,10:00:00 PM,11.01.2019,31.12.2019,"Sun, Mon, Tue, Wed, Thu","3708 Las Vegas Boulevard South, Las Vegas, NV 89109",36.110160-115.174040,https://www.cosmopolitanlasvegas.com/restaurants/tekka-bar,702 698 7000

Cosmopolitan _30.jpg,Tekka Bar,"Concepted From Las Vegas Restaurateur Takashi Segawa, Best Known For His Creations Monta Ramen, Kabuto And Sushi Mon, Tekka Bar: Handroll & Sake Draws Inspiration From The Ancient Gambling Destination In Japan Dating Back More Than 100 Years Ago, With ""Tekka Ba"" Translating To ""Old Gambling Place."" Tekka Bar Debuts A Signature Tekka Tuna Roll, Featuring The Restaurant_S Notable Spicy Sauce, Alongside An Eclectic Sake Program. Handrolls Are Prepared Counter-Side And Made To Order For Guests, Highlighting The Freshest Seafood, Including Blue Crab, Yellowtail, Salmon And More.",Restaurants,11:00:00 AM,2:00:00 AM,11.01.2019,31.12.2019,"Fri, Sat","3708 Las Vegas Boulevard South, Las Vegas, NV 89109",36.110160-115.174040,https://www.cosmopolitanlasvegas.com/restaurants/tekka-bar,702 698 7000

Cosmopolitan _32.jpg,Wicked Spoon,"A Bustling Culinary Food Hall, The Wicked Spoon Delivers Well-Crafted Original Selections For Every Appetite. With Its Mix Of Top Quality, Familiar Staples And Imaginative Seasonal Dishes, This Las Vegas Buffet Satisfies Cravings And Invites Discovery.

Regular Pricing

Brunch

Mon-Thu: $28 Adults | $16 Kids 5 - 10
Fri-Sun: $36 Adults | $16 Kids 5 - 10
Dinner

Mon-Thu: $42 Adults | $20 Kids 5 - 10
Fri-Sun: $49 Adults | $20 Kids 5 - 10
Express Takeout

Daily: $20
Children 4 And Under Eat Free When Accompanied By A Paying Adult.

Bottomless Beverages

Bottomless Beverage Packages Are Available For An Additional $17 (2-Hour Limit From Time Of Purchase):

Brunch: Mimosas, Champagne, Bloody Marys, Or Bud Light Draft
Dinner: Red Or White House Wine, Moscow Mules, Or Bud Light Draft
Line Pass

Mon _ Thu | $10
Fri _ Sun | $15
Holidays | $25",Restaurants,8:00:00 AM,5:00:00 PM,11.01.2019,31.12.2019,"Mon, Tue, Wed, Thu","3708 Las Vegas Boulevard South, Las Vegas, NV 89109",36.110160-115.174040,https://www.cosmopolitanlasvegas.com/restaurants/wicked-spoon,702 698 7000

Cosmopolitan _32.jpg,Wicked Spoon,"A Bustling Culinary Food Hall, The Wicked Spoon Delivers Well-Crafted Original Selections For Every Appetite. With Its Mix Of Top Quality, Familiar Staples And Imaginative Seasonal Dishes, This Las Vegas Buffet Satisfies Cravings And Invites Discovery.

Regular Pricing

Brunch

Mon-Thu: $28 Adults | $16 Kids 5 - 10
Fri-Sun: $36 Adults | $16 Kids 5 - 10
Dinner

Mon-Thu: $42 Adults | $20 Kids 5 - 10
Fri-Sun: $49 Adults | $20 Kids 5 - 10
Express Takeout

Daily: $20
Children 4 And Under Eat Free When Accompanied By A Paying Adult.

Bottomless Beverages

Bottomless Beverage Packages Are Available For An Additional $17 (2-Hour Limit From Time Of Purchase):

Brunch: Mimosas, Champagne, Bloody Marys, Or Bud Light Draft
Dinner: Red Or White House Wine, Moscow Mules, Or Bud Light Draft
Line Pass

Mon _ Thu | $10
Fri _ Sun | $15
Holidays | $25",Restaurants,8:00:00 AM,3:00:00 PM,11.01.2019,31.12.2019,"Fri, Sat","3708 Las Vegas Boulevard South, Las Vegas, NV 89109",36.110160-115.174040,https://www.cosmopolitanlasvegas.com/restaurants/wicked-spoon,702 698 7000

Cosmopolitan _32.jpg,Wicked Spoon,"A Bustling Culinary Food Hall, The Wicked Spoon Delivers Well-Crafted Original Selections For Every Appetite. With Its Mix Of Top Quality, Familiar Staples And Imaginative Seasonal Dishes, This Las Vegas Buffet Satisfies Cravings And Invites Discovery.

Regular Pricing

Brunch

Mon-Thu: $28 Adults | $16 Kids 5 - 10
Fri-Sun: $36 Adults | $16 Kids 5 - 10
Dinner

Mon-Thu: $42 Adults | $20 Kids 5 - 10
Fri-Sun: $49 Adults | $20 Kids 5 - 10
Express Takeout

Daily: $20
Children 4 And Under Eat Free When Accompanied By A Paying Adult.

Bottomless Beverages

Bottomless Beverage Packages Are Available For An Additional $17 (2-Hour Limit From Time Of Purchase):

Brunch: Mimosas, Champagne, Bloody Marys, Or Bud Light Draft
Dinner: Red Or White House Wine, Moscow Mules, Or Bud Light Draft
Line Pass

Mon _ Thu | $10
Fri _ Sun | $15
Holidays | $25",Restaurants,5:00:00 PM,9:00:00 PM,11.01.2019,31.12.2019,"Mon, Tue, Wed, Thu","3708 Las Vegas Boulevard South, Las Vegas, NV 89109",36.110160-115.174040,https://www.cosmopolitanlasvegas.com/restaurants/wicked-spoon,702 698 7000

Cosmopolitan _32.jpg,Wicked Spoon,"A Bustling Culinary Food Hall, The Wicked Spoon Delivers Well-Crafted Original Selections For Every Appetite. With Its Mix Of Top Quality, Familiar Staples And Imaginative Seasonal Dishes, This Las Vegas Buffet Satisfies Cravings And Invites Discovery.

Regular Pricing

Brunch

Mon-Thu: $28 Adults | $16 Kids 5 - 10
Fri-Sun: $36 Adults | $16 Kids 5 - 10
Dinner

Mon-Thu: $42 Adults | $20 Kids 5 - 10
Fri-Sun: $49 Adults | $20 Kids 5 - 10
Express Takeout

Daily: $20
Children 4 And Under Eat Free When Accompanied By A Paying Adult.

Bottomless Beverages

Bottomless Beverage Packages Are Available For An Additional $17 (2-Hour Limit From Time Of Purchase):

Brunch: Mimosas, Champagne, Bloody Marys, Or Bud Light Draft
Dinner: Red Or White House Wine, Moscow Mules, Or Bud Light Draft
Line Pass

Mon _ Thu | $10
Fri _ Sun | $15
Holidays | $25",Restaurants,3:00:00 PM,10:00:00 PM,11.01.2019,31.12.2019,"Fri, Sat","3708 Las Vegas Boulevard South, Las Vegas, NV 89109",36.110160-115.174040,https://www.cosmopolitanlasvegas.com/restaurants/wicked-spoon,702 698 7000

Cosmopolitan _32.jpg,Wicked Spoon,"A Bustling Culinary Food Hall, The Wicked Spoon Delivers Well-Crafted Original Selections For Every Appetite. With Its Mix Of Top Quality, Familiar Staples And Imaginative Seasonal Dishes, This Las Vegas Buffet Satisfies Cravings And Invites Discovery.

Regular Pricing

Brunch

Mon-Thu: $28 Adults | $16 Kids 5 - 10
Fri-Sun: $36 Adults | $16 Kids 5 - 10
Dinner

Mon-Thu: $42 Adults | $20 Kids 5 - 10
Fri-Sun: $49 Adults | $20 Kids 5 - 10
Express Takeout

Daily: $20
Children 4 And Under Eat Free When Accompanied By A Paying Adult.

Bottomless Beverages

Bottomless Beverage Packages Are Available For An Additional $17 (2-Hour Limit From Time Of Purchase):

Brunch: Mimosas, Champagne, Bloody Marys, Or Bud Light Draft
Dinner: Red Or White House Wine, Moscow Mules, Or Bud Light Draft
Line Pass

Mon _ Thu | $10
Fri _ Sun | $15
Holidays | $25",Restaurants,3:00:00 PM,9:00:00 PM,11.01.2019,31.12.2019,Sun,"3708 Las Vegas Boulevard South, Las Vegas, NV 89109",36.110160-115.174040,https://www.cosmopolitanlasvegas.com/restaurants/wicked-spoon,702 698 7000

Cosmopolitan _33.jpg,Zuma,"Now Open At The Cosmopolitan Of Las Vegas, Zuma Features Modern Japanese Cuisine And Award-Winning World-Class Cocktails In An Elegant And Sophisticated Environment. Inspired By The Informal Izakaya Dining Style, The International Restaurant Features A Modern Japanese Cuisine That Is Authentic But Not Traditional.

Zuma Is The Creation Of Chef And Co-Founder Rainer Becker.

Zuma_S Menu Features A Variety Of Dishes From Its Three Kitchens_The Main Kitchen, The Sushi Counter And The Robata Grill. True To The Izakaya Experience, Guests Are Offered Dishes Designed To Be Shared And Brought To The Table Continuously Throughout The Meal. The Menu Offers A Wide Selection Of Elegantly Presented Dishes, Including Many Items That Are Bolder In Flavor Than Traditional Japanese Cuisine.",Restaurants,5:30:00 PM,10:30:00 PM,11.01.2019,31.12.2019,"Sun, Mon, Tue, Wed, Thu","3708 Las Vegas Boulevard South, Las Vegas, NV 89109",36.110160-115.174040,https://www.cosmopolitanlasvegas.com/restaurants/zuma,702 698 7000

Cosmopolitan _33.jpg,Zuma,"Now Open At The Cosmopolitan Of Las Vegas, Zuma Features Modern Japanese Cuisine And Award-Winning World-Class Cocktails In An Elegant And Sophisticated Environment. Inspired By The Informal Izakaya Dining Style, The International Restaurant Features A Modern Japanese Cuisine That Is Authentic But Not Traditional.

Zuma Is The Creation Of Chef And Co-Founder Rainer Becker.

Zuma_S Menu Features A Variety Of Dishes From Its Three Kitchens_The Main Kitchen, The Sushi Counter And The Robata Grill. True To The Izakaya Experience, Guests Are Offered Dishes Designed To Be Shared And Brought To The Table Continuously Throughout The Meal. The Menu Offers A Wide Selection Of Elegantly Presented Dishes, Including Many Items That Are Bolder In Flavor Than Traditional Japanese Cuisine.",Restaurants,5:30:00 PM,11:00:00 PM,11.01.2019,31.12.2019,"Fri, Sat","3708 Las Vegas Boulevard South, Las Vegas, NV 89109",36.110160-115.174040,https://www.cosmopolitanlasvegas.com/restaurants/zuma,702 698 7000

